,BM,BEŠIĆ SENAD - BEŠIĆ SENAD,BLAŽANOVIĆ IVO - DEMOKRATSKA STRANKA INVALIDA BOSNE I HERCEGOVINE,ČENAJ PETRIT - ČENAJ PETRIT,DODIK MILORAD - SNSD-DNS-SP,HORIĆ AMIR - BPS-SEFER HALILOVIĆ,"JERKOVIĆ JOSIP - HDZ BIH, HSS, HKDU BIH, HSP HERCEG BOSNE",JOVIČIĆ DRAGOMIR - STRANKA PRAVEDNE POLITIKE,MARKOVIĆ VLADAN - MARKOVIĆ VLADAN,MUHAREMOVIĆ INDIRA - PRVA STRANKA,NEŠKOVIĆ MLADEN - NEŠKOVIĆ MLADEN,PALIĆ SAMIR - SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,SALKIĆ RAMIZ - DOMOVINA,SEDLO TOMA - STRANKA PRAVDE I POVJERENJA,STOJAKOVIĆ SANDA - KOMUNISTIČKA PARTIJA,STOJANOVIĆ MILKO - STOJANOVIĆ MILKO,SULJKANOVIĆ ENES - SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,TADIĆ OGNJEN - SAVEZ ZA PROMJENE,TOKIĆ SEJFUDIN - A-SDA STRANKA DEMOKRATSKE AKTIVNOSTI,VLAJKI EMIL - PARTIJA EKONOMSKE I SOCIJALNE PRAVDE,Ukupno
,006B000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,006B001,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,257
,006B002,0,0,0,75,0,0,0,1,0,0,0,0,0,0,0,0,110,0,0,186
,006B003,0,0,0,216,0,1,0,1,0,0,0,0,0,0,1,0,113,0,1,333
,006B004,0,0,0,98,0,0,0,0,0,0,0,0,0,0,2,0,20,0,0,120
,007B000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,007B001,0,0,0,191,1,1,7,0,1,0,0,4,0,1,0,1,168,1,4,380
,007B002,0,0,0,163,0,0,7,0,0,0,0,7,0,0,1,6,139,6,1,330
,007B003,0,0,0,148,1,1,4,4,0,2,0,16,0,0,0,6,245,11,0,438
,007B004,2,1,0,55,1,0,0,0,2,0,1,42,0,1,0,29,106,21,0,261
,007B005,1,1,1,130,4,0,2,0,0,0,2,41,0,1,1,12,163,13,0,372
,007B006,1,0,0,120,2,1,1,0,1,0,0,47,0,1,0,16,163,16,0,369
,007B007,1,0,0,274,1,0,2,1,0,1,0,1,2,0,0,0,288,1,1,573
,007B008,0,1,0,263,0,1,3,0,0,0,0,12,0,0,0,3,250,3,2,538
,007B009,0,0,0,413,0,0,1,2,0,0,0,0,0,0,1,0,227,0,0,644
,007B010,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,56
,007B011,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,378
,007B012,1,0,0,181,0,0,2,2,0,0,0,6,0,0,0,7,165,4,0,368
,007B013,0,2,0,1,5,0,1,0,4,0,0,261,0,3,0,60,153,51,0,541
,007B014,0,0,0,105,1,1,2,0,0,0,0,28,0,0,0,8,115,2,0,262
,007B015,0,0,0,342,0,0,2,0,0,1,0,0,0,0,2,0,321,0,0,668
,007B016,0,0,0,64,0,0,1,0,0,0,0,0,0,0,0,0,41,0,0,106
,007B017,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,150
,007B018,0,0,0,63,0,0,2,0,0,0,0,0,0,0,0,0,40,0,0,105
,007B019,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,156
,007B020,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,115,0,2,260
,007B021,0,0,0,146,0,0,0,0,0,0,0,0,0,0,1,0,134,0,0,281
,007B022,0,0,0,125,0,0,2,0,0,0,0,0,0,0,0,0,60,0,1,188
,007B023,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,496
,007B024A,0,0,0,201,0,0,1,0,0,0,1,0,0,0,0,0,283,0,0,486
,007B024B,0,0,0,168,0,1,1,2,0,1,0,0,0,0,0,0,184,2,1,360
,007B025,0,0,0,90,0,0,1,0,0,0,0,6,0,0,0,0,56,1,0,154
,007B026,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,61,0,2,181
,007B027,0,0,0,68,3,1,0,0,3,0,1,71,0,0,0,9,42,9,0,207
,007B028,0,0,0,251,2,0,3,0,0,0,1,2,0,0,1,0,237,1,0,498
,007B029,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,1,193,1,2,369
,007B030,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,201
,007B031,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,335
,007B032,0,0,0,148,0,0,0,0,0,0,0,0,1,0,0,0,149,0,0,298
,007B033,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,134
,007B034,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,172,0,2,328
,007B035,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,338
,007B036,0,0,0,165,1,0,0,0,0,0,0,0,0,0,0,0,177,1,0,344
,007B037,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,151
,007B038,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,186
,007B039,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,93
,007B040,5,0,0,4,5,0,0,0,0,0,0,237,0,4,0,83,95,27,0,460
,007B041,0,0,0,112,1,1,2,0,1,2,0,5,0,0,1,2,121,2,3,253
,007B042,0,1,0,295,0,0,6,0,0,0,0,2,0,0,0,3,242,2,1,552
,007B043,2,1,0,52,4,0,1,1,1,0,0,79,0,0,0,26,89,24,0,280
,007B044,0,0,0,162,1,0,5,1,1,0,0,6,0,1,0,0,160,2,2,341
,007B045,0,0,0,20,2,0,0,0,1,0,0,141,0,1,0,41,63,28,0,297
,007B046,0,0,0,163,0,0,3,0,0,0,0,3,0,2,1,1,199,3,7,382
,007B047,0,0,0,106,0,0,2,0,0,0,0,1,0,0,0,0,129,0,5,243
,007B048,0,0,0,73,0,0,1,0,0,0,0,0,0,0,0,0,103,0,0,177
,007B049,0,0,0,5,6,0,0,0,2,0,0,20,0,0,0,4,18,17,0,72
,007B050,0,1,0,130,0,0,0,1,0,0,0,0,0,0,0,0,167,4,0,303
,007B051,0,0,0,5,5,0,0,0,0,0,0,185,0,0,0,17,105,28,0,345
,008B000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,008B001,0,1,1,191,0,1,1,0,0,0,0,6,0,0,0,8,132,0,1,342
,008B002,0,0,0,215,1,0,0,0,0,0,0,2,0,1,0,6,151,0,7,383
,008B003,0,0,0,111,0,0,1,0,0,1,0,12,0,5,1,0,120,0,2,253
,008B004,1,0,0,224,0,1,6,0,0,0,1,3,0,1,1,4,193,2,1,438
,008B005,0,0,0,138,1,0,3,0,0,1,1,4,0,0,0,3,148,0,2,301
,008B006,0,0,0,138,0,0,1,1,0,0,0,27,0,0,0,2,114,8,1,292
,008B007,2,1,0,76,1,0,0,0,0,0,0,22,0,0,0,7,67,10,2,188
,008B008,0,0,0,217,0,1,2,1,1,0,0,8,0,0,0,4,201,14,0,449
,008B009,4,3,0,106,2,0,0,0,0,1,1,46,1,2,0,9,78,10,1,264
,008B010,2,0,0,163,1,0,3,1,2,1,1,19,0,1,0,14,131,12,0,351
,008B011,0,0,0,205,0,0,2,0,0,3,0,0,0,1,0,0,148,0,2,361
,008B012,0,0,0,112,0,0,0,0,0,0,0,1,0,0,1,0,118,1,0,233
,008B013,0,0,0,209,0,0,6,0,0,0,0,1,1,0,0,0,122,1,0,340
,008B014,0,0,0,297,0,0,2,1,0,0,0,1,0,1,0,0,253,1,1,557
,008B015,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,145
,008B016,0,0,0,56,0,0,1,0,0,0,0,1,0,0,0,0,62,0,0,120
,008B017,0,0,0,88,0,0,1,0,0,1,0,0,0,0,0,0,105,1,0,196
,008B018,0,0,0,209,0,0,8,0,0,0,0,2,0,1,0,0,224,1,2,447
,008B019,0,1,0,226,0,0,1,0,0,1,0,0,0,0,0,0,175,0,4,408
,008B020,0,0,0,150,0,0,3,0,0,0,0,5,0,0,1,0,93,10,0,262
,008B021,0,0,0,180,0,0,1,0,0,0,0,0,0,1,1,0,126,1,0,310
,008B022,0,0,0,75,0,0,0,2,0,0,0,0,1,0,0,0,76,0,1,155
,008B023,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,368
,008B024,0,0,0,165,0,0,1,1,0,0,0,0,0,0,0,0,150,1,2,320
,008B025,0,2,0,131,0,0,0,0,0,0,0,0,0,1,0,0,81,2,0,217
,008B026,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,172
,008B027,0,1,0,184,0,1,1,1,0,0,0,0,0,0,0,0,114,0,0,302
,008B028,0,0,0,199,0,0,0,1,0,0,0,0,0,0,1,0,140,1,2,344
,008B029,0,0,0,130,0,0,3,1,0,0,0,0,0,0,0,0,77,1,4,216
,008B030,1,0,0,297,0,0,1,0,0,0,0,9,0,0,0,0,329,0,3,640
,008B031,0,0,0,77,0,1,0,0,0,0,0,0,0,0,0,0,64,0,0,142
,008B032,0,0,0,146,0,0,5,1,0,0,0,35,0,1,0,3,132,4,1,328
,008B033,1,0,0,164,1,1,4,0,0,0,0,14,0,1,0,9,142,9,5,351
,008B034,0,0,0,146,0,0,1,0,0,0,0,0,0,0,0,0,138,0,5,290
,008B035,0,0,0,141,1,0,1,0,0,0,0,11,0,1,0,3,97,6,0,261
,008B036,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,92
,008B037,3,0,0,104,3,0,0,1,0,1,1,30,0,0,0,24,92,20,0,279
,008B038,0,0,0,111,0,0,0,0,0,0,0,3,0,0,0,1,99,1,1,216
,008B039,2,0,0,66,2,0,1,0,1,0,0,9,0,0,0,3,91,7,0,182
,008B040,0,0,0,183,0,0,4,0,0,0,0,0,0,2,0,2,177,0,1,369
,009B000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,009B001,0,0,0,248,0,0,11,0,0,0,0,1,0,1,2,0,225,0,1,489
,009B002A,0,0,0,246,0,0,6,2,0,1,0,0,0,0,0,0,200,1,0,456
,009B002B,0,0,0,153,1,0,6,1,0,0,0,0,0,0,0,0,162,2,0,325
,009B002C,0,0,0,93,0,0,0,0,0,1,0,0,0,0,1,0,88,0,0,183
,009B003,3,0,0,234,1,0,7,1,0,0,0,9,0,0,1,0,202,0,0,458
,009B004,0,3,0,233,0,0,7,0,0,0,0,2,0,0,1,0,204,2,1,453
,009B005,0,0,0,63,1,0,1,0,0,0,3,27,0,0,1,2,82,11,4,195
,009B006,0,0,0,33,0,0,2,0,0,0,0,0,0,0,0,0,21,0,0,56
,009B007,0,0,0,139,0,0,0,0,0,1,0,0,0,0,0,0,51,0,2,193
,009B008A,1,0,1,211,1,0,8,1,0,2,1,0,0,0,0,5,211,0,3,445
,009B008B,0,1,0,185,1,0,3,0,0,0,0,0,0,0,3,0,152,1,3,349
,009B009,0,0,0,194,0,0,1,0,0,0,0,0,0,1,0,1,118,0,1,316
,009B010,1,0,0,114,0,0,2,0,0,0,0,0,0,0,1,0,133,0,5,256
,009B011,0,0,0,81,0,0,5,0,0,0,0,0,0,1,0,0,60,0,0,147
,009B012A,3,0,0,48,5,0,1,1,4,0,2,36,1,1,0,9,36,26,0,173
,009B012B,1,0,0,35,3,0,3,0,1,0,2,15,0,1,0,3,24,15,0,103
,009B013,2,1,0,136,2,0,6,0,1,0,1,3,1,1,1,3,180,3,2,343
,009B014,0,0,0,54,0,2,1,0,0,0,0,0,0,1,0,0,64,1,1,124
,009B015A,8,3,0,5,10,1,0,0,2,0,1,48,0,1,0,13,24,28,0,144
,009B015B,10,0,0,9,9,0,0,0,2,0,0,60,0,1,0,15,11,28,1,146
,009B015C,5,0,0,1,1,0,2,0,0,0,0,18,0,0,0,2,7,19,0,55
,009B016,6,0,0,13,11,1,1,0,3,0,1,62,0,1,1,10,20,31,2,163
,009B017,10,0,0,8,7,0,0,0,0,0,0,81,0,0,2,9,22,36,0,175
,009B018,7,0,0,18,5,2,0,1,4,0,6,102,0,1,0,11,29,46,0,232
,009B019,11,1,0,5,7,1,0,0,1,0,3,77,0,0,0,8,15,35,0,164
,009B020,3,4,0,6,4,0,0,0,2,0,0,53,0,2,0,10,18,27,0,129
,009B021,14,12,0,3,6,0,0,0,3,0,4,51,0,3,0,5,2,32,1,136
,009B022A,6,1,0,98,6,0,0,0,5,0,1,51,0,0,0,7,79,30,0,284
,009B022B,7,1,0,82,4,1,0,1,3,1,1,28,0,1,0,6,52,26,3,217
,009B022C,2,4,0,31,2,0,0,0,0,1,0,13,0,0,0,3,24,11,0,91
,009B023A,12,0,0,6,12,0,0,1,1,0,1,96,0,0,0,4,16,26,0,175
,009B023B,11,0,0,4,11,0,0,0,2,0,1,68,0,1,0,7,23,41,0,169
,009B023C,6,1,0,4,1,0,0,0,1,0,0,28,0,0,0,4,5,8,0,58
,009B024,2,0,0,118,1,0,0,0,0,0,0,55,0,0,1,3,107,10,0,297
,009B025,0,0,0,321,0,0,6,0,0,0,0,0,0,0,0,0,260,0,0,587
,009B026,0,0,0,361,0,0,2,1,0,0,0,0,0,1,3,0,177,0,0,545
,009B027,0,0,0,73,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,87
,009B028,1,1,0,242,0,0,1,0,0,1,0,1,0,0,1,0,175,1,5,429
,009B029,0,0,0,266,0,0,1,1,0,0,0,0,0,0,1,0,206,0,2,477
,009B030,0,1,0,230,0,0,4,1,0,1,0,1,0,0,2,0,149,1,1,391
,009B031,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,256
,009B032,0,0,0,181,0,0,8,0,0,0,0,0,0,0,0,0,166,0,2,357
,009B033,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,387
,009B034,0,0,0,126,0,0,2,0,0,0,0,0,0,0,0,0,146,0,0,274
,009B035,0,0,0,166,0,0,1,0,0,0,0,0,0,0,0,0,164,0,0,331
,009B036,0,1,0,223,0,0,1,0,0,2,0,0,0,0,0,0,159,0,1,387
,009B037,0,0,0,136,0,0,2,0,0,0,0,0,0,0,1,0,78,0,0,217
,009B038,6,0,0,5,11,0,0,0,0,0,1,68,0,0,0,4,20,38,0,153
,009B039,0,5,0,131,1,7,4,0,0,1,1,2,0,0,2,4,117,4,2,281
,009B040,1,0,0,95,0,3,3,1,2,0,0,2,1,2,2,2,92,11,3,220
,009B041,0,3,0,28,1,21,0,0,0,0,1,1,1,0,1,0,26,2,2,87
,009B042,0,0,0,158,0,0,1,1,0,0,0,0,0,0,0,1,108,0,0,269
,009B043,0,30,0,5,0,4,0,1,0,0,0,3,0,0,0,0,7,1,0,51
,009B044,3,0,0,6,6,0,0,0,1,0,5,27,0,1,0,19,26,42,1,137
,009B045,0,3,0,111,0,4,2,1,0,1,0,0,1,0,0,0,92,1,1,217
,009B046,1,0,0,111,0,0,2,0,1,1,0,14,0,3,0,3,135,7,0,278
,009B047,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,58,0,2,128
,009B048,4,0,0,3,8,0,0,0,1,0,3,61,0,0,0,8,34,15,0,137
,009B049,6,0,0,1,2,0,0,0,0,0,1,41,0,0,0,5,31,21,0,108
,009B050,1,0,0,0,13,0,0,0,2,0,1,39,0,1,0,15,20,19,0,111
,009B051A,5,1,0,0,4,0,0,0,0,0,1,37,0,1,0,18,16,25,0,108
,009B051B,0,0,0,1,2,0,1,0,0,0,0,49,1,0,0,12,6,10,0,82
,009B052A,9,0,0,2,8,0,0,0,4,0,2,91,0,0,0,33,16,34,0,199
,009B052B,5,0,0,1,0,0,0,0,0,0,0,19,0,0,0,8,8,11,0,52
,009B053,3,0,0,0,3,0,0,0,1,0,0,42,0,0,0,3,27,6,1,86
,009B054,0,0,0,277,0,0,5,0,0,0,0,0,0,0,0,0,175,1,3,461
,009B055,0,0,0,44,0,0,1,0,0,0,0,0,0,0,0,0,49,0,0,94
,009B056A,1,2,0,63,13,1,2,0,1,0,3,32,0,1,2,22,88,40,0,271
,009B056B,2,0,0,35,1,1,0,0,1,1,1,22,0,0,0,27,78,28,3,200
,009B057,0,0,0,228,0,0,1,0,0,0,0,0,0,0,0,0,127,0,0,356
,009B058,0,0,0,243,0,0,2,0,0,0,0,0,0,1,1,0,134,0,0,381
,009B059,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,490
,009B060,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,234
,009B061,0,1,0,307,0,0,2,0,0,0,0,0,0,1,1,0,308,0,1,621
,009B062,0,0,0,96,0,2,3,0,0,0,0,0,0,1,1,0,128,1,0,232
,009B063,0,0,0,124,0,0,0,0,0,1,0,0,0,0,0,0,107,0,1,233
,009B064,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,270
,009B065,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,252
,009B066,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,475
,009B067,0,0,0,215,0,1,6,0,0,1,0,1,0,1,1,0,178,2,3,409
,009B068,0,0,1,268,0,0,1,1,1,1,0,2,1,1,1,1,151,1,5,436
,009B069,2,0,0,152,4,0,0,1,0,0,0,21,0,0,0,4,112,14,3,313
,009B070,2,1,0,131,1,0,10,0,0,0,1,19,0,1,0,3,72,7,0,248
,009B071,0,2,0,222,1,1,7,1,0,2,1,10,0,0,2,3,140,3,3,398
,009B072,0,0,1,157,2,0,4,2,0,0,1,20,0,0,0,3,120,4,4,318
,009B073,4,0,0,133,2,2,2,0,1,0,0,42,0,0,0,4,62,19,1,272
,009B074,0,1,0,224,0,1,7,0,0,2,0,0,0,0,2,1,158,2,4,402
,009B075,0,0,0,275,0,0,7,0,0,0,0,0,1,0,3,1,206,2,7,502
,009B076,0,1,0,281,1,1,0,0,0,0,0,0,0,1,0,0,238,2,5,530
,009B077,0,0,0,243,0,0,6,0,0,0,1,0,0,0,0,1,210,2,6,469
,009B078,0,1,0,289,1,1,27,3,0,0,0,0,1,1,2,2,207,12,5,552
,009B079A,0,0,0,188,0,0,5,1,0,0,0,0,0,0,0,0,199,1,0,394
,009B079B,0,0,0,190,0,0,4,1,0,0,0,0,0,0,0,0,190,1,0,386
,009B079C,0,0,0,88,0,0,1,0,0,0,0,0,0,0,0,0,80,0,1,170
,009B080,0,0,0,184,2,0,5,0,0,0,0,4,0,2,0,14,118,14,3,346
,009B081,1,0,0,87,4,1,2,0,3,0,3,32,0,1,0,19,92,26,0,271
,009B082,3,0,0,57,8,3,2,0,3,0,4,59,0,1,1,31,72,33,0,277
,009B083,2,0,0,69,3,0,1,1,1,0,0,36,0,0,1,28,74,37,3,256
,009B084,1,0,1,114,5,0,7,1,3,0,1,22,1,0,0,5,79,21,0,261
,009B085,3,0,0,122,6,3,1,0,2,0,0,19,0,0,2,11,99,26,8,302
,009B086,1,1,1,124,4,5,9,1,2,0,0,10,0,0,1,7,116,27,1,310
,009B087,1,0,0,160,0,1,2,0,0,0,0,3,0,0,0,3,99,7,0,276
,009B088,3,1,0,182,2,1,7,0,2,0,0,2,0,1,3,4,116,8,2,334
,009B089,1,0,0,168,9,0,11,0,0,0,0,7,0,0,0,2,99,6,2,305
,009B090A,0,0,0,251,0,0,3,1,0,1,0,0,0,0,1,1,205,0,7,470
,009B090B,0,0,0,258,0,0,6,1,0,0,0,0,0,0,0,0,238,0,1,504
,009B090C,1,0,0,149,0,1,3,2,0,0,0,0,0,0,1,0,128,0,3,288
,009B091,1,2,0,193,0,1,5,3,2,0,1,2,1,1,1,3,130,4,7,357
,009B092,0,0,1,147,1,2,7,1,0,0,0,0,0,0,1,1,96,5,3,265
,009B093,0,0,0,174,1,1,4,3,0,1,0,2,0,1,0,2,102,0,9,300
,009B094,0,0,0,193,0,0,4,0,0,1,0,1,0,0,0,4,117,0,1,321
,009B095,0,0,2,198,0,0,3,1,0,0,1,2,0,2,1,0,156,6,3,375
,009B096,0,0,0,190,2,2,10,1,1,1,0,4,0,4,0,1,158,11,3,388
,009B097,0,0,0,234,1,2,13,1,0,0,0,6,0,3,0,3,159,10,4,436
,009B098,1,2,0,242,2,3,12,0,0,2,0,4,0,2,0,9,135,6,5,425
,009B099,0,1,0,222,2,1,13,1,0,0,2,8,0,2,0,2,176,7,7,444
,009B100,1,0,0,213,0,0,4,0,0,0,0,3,0,3,0,5,161,8,11,409
,009B101,1,0,0,178,0,0,1,0,1,1,1,4,0,0,0,1,115,7,4,314
,009B102,1,0,0,53,1,0,2,1,0,0,0,5,0,0,1,2,27,4,1,98
,009B103,0,0,2,261,3,1,7,0,1,0,0,2,0,1,0,5,164,6,3,456
,009B104,0,0,0,202,0,3,6,2,0,0,0,2,0,1,0,2,141,5,3,367
,009B105,0,0,0,130,0,0,7,1,0,0,1,10,0,1,2,4,112,1,4,273
,009B106,0,0,0,289,1,0,9,0,2,0,2,0,0,0,0,2,189,8,7,509
,009B107,0,0,0,160,1,0,8,0,0,0,0,2,0,0,2,6,153,2,7,341
,009B108,0,1,0,258,1,1,13,0,0,0,0,3,0,0,0,2,171,1,2,453
,009B109,1,0,0,266,2,0,7,1,1,0,0,2,0,2,1,0,181,6,3,473
,009B110,1,0,0,165,0,0,2,0,0,1,1,1,0,0,1,0,108,0,0,280
,009B111,5,0,0,19,6,1,1,0,1,0,2,17,0,1,0,4,34,42,1,134
,009B112,0,0,0,175,0,0,7,1,0,1,0,2,2,0,0,1,161,2,6,358
,009B113,0,0,0,71,1,1,2,0,0,0,0,1,0,1,0,1,69,3,0,150
,010B000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,010B001,5,0,0,17,7,0,0,0,2,0,0,114,0,0,1,15,14,46,0,221
,010B002,0,0,0,117,0,1,1,0,0,1,0,0,0,0,1,0,79,0,0,200
,010B003,0,0,0,124,0,0,0,0,1,0,0,0,0,0,0,0,157,1,1,284
,010B004,0,0,1,291,0,0,8,0,0,0,0,0,0,0,1,0,144,1,2,448
,010B005,0,0,0,283,0,0,0,1,0,0,0,1,0,0,0,0,179,1,1,466
,010B006,1,0,0,8,4,1,0,0,2,0,0,114,0,0,0,6,3,55,0,194
,010B007,0,0,0,349,0,1,6,1,0,0,0,0,0,0,0,1,189,0,1,548
,010B008,0,0,1,112,0,0,0,0,0,0,0,1,0,0,0,0,195,0,1,310
,010B009,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,77,0,1,148
,010B010,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,140
,010B011,0,0,0,141,0,0,0,1,0,0,0,0,0,0,1,0,109,0,0,252
,010B012,0,2,1,256,0,0,0,0,0,0,0,1,0,1,1,0,108,1,0,371
,010B013,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,107
,010B014,1,0,0,276,0,4,0,2,0,1,0,0,0,0,2,0,243,0,1,530
,010B015,1,1,0,155,3,0,7,0,1,0,0,12,0,1,0,9,127,16,2,335
,010B016,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,137
,010B017,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,113,0,1,246
,010B018,0,1,0,197,0,1,3,0,0,0,0,0,0,0,0,0,86,1,2,291
,010B019,0,0,0,77,0,0,1,1,0,0,0,0,0,0,0,0,71,0,0,150
,010B020,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,143
,010B021,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,169
,010B022,0,0,0,59,0,0,1,0,0,0,0,0,0,0,0,0,49,4,0,113
,010B023,0,0,0,357,0,1,1,0,0,0,0,199,0,0,1,0,1,0,1,561
,010B024,0,0,0,71,0,0,0,0,0,0,0,0,1,0,0,0,54,0,0,126
,010B025,0,0,0,203,0,0,6,0,0,0,0,0,0,1,0,0,154,0,0,364
,010B026,0,0,0,282,0,0,5,1,0,0,0,2,0,1,0,0,259,1,1,552
,010B027,0,0,0,197,0,0,3,0,0,0,1,0,0,1,0,0,87,0,0,289
,010B028,0,0,0,124,0,0,3,0,0,0,0,0,0,0,0,0,47,0,0,174
,010B029,0,0,0,161,0,0,3,0,0,0,0,0,0,0,0,0,124,0,0,288
,010B030,0,0,0,202,0,0,3,0,0,0,0,0,0,1,0,0,144,0,3,353
,010B031,0,0,0,144,0,1,1,0,0,2,2,0,0,0,0,0,157,0,0,307
,010B032,0,0,0,120,0,0,0,0,0,0,0,0,0,0,1,0,83,0,0,204
,010B033,0,0,0,157,0,0,2,1,0,0,0,0,0,0,0,0,153,0,1,314
,010B034,0,0,0,174,0,0,2,0,1,0,0,0,1,0,0,1,118,1,0,298
,010B035,0,0,2,244,0,0,1,2,0,0,0,0,0,0,0,0,114,0,3,366
,010B036,1,0,0,8,3,0,0,0,0,0,0,4,0,0,0,10,21,17,0,64
,010B037,0,0,0,84,0,0,1,0,0,0,1,0,0,1,0,0,67,0,0,154
,010B038,0,0,0,208,0,0,1,0,0,0,0,0,0,0,0,0,114,0,2,325
,010B039,0,0,0,155,0,0,0,0,0,0,0,0,1,0,0,0,120,0,0,276
,010B040,1,1,0,100,6,2,1,1,0,0,0,25,0,0,1,5,171,14,2,330
,010B041,0,0,0,272,0,0,1,0,0,0,0,0,0,0,0,0,159,0,0,432
,010B042,0,1,0,220,0,1,3,1,0,0,0,7,0,1,1,8,248,1,3,495
,010B043,0,0,0,132,0,0,1,0,0,0,0,0,0,0,0,0,68,3,1,205
,010B044,0,0,0,156,0,1,2,0,0,0,0,1,1,1,0,0,87,0,1,250
,010B045,0,0,1,207,0,0,2,0,0,0,0,0,0,0,0,0,180,2,2,394
,010B046,0,0,0,114,0,2,1,2,0,0,1,1,1,1,0,0,89,2,0,214
,010B047,0,0,0,99,0,0,1,0,0,0,0,0,0,1,0,0,81,0,0,182
,010B048,0,0,0,148,0,2,1,1,0,0,0,0,0,0,1,1,159,0,2,315
,010B049,0,0,0,17,3,0,0,0,1,1,1,108,0,0,0,12,34,20,0,197
,010B050,1,0,0,88,1,0,0,1,1,1,0,20,0,0,0,5,115,17,1,251
,010B051,0,0,0,26,4,1,0,0,1,0,1,63,0,2,0,19,60,25,0,202
,010B052,0,0,1,199,1,1,1,0,0,2,0,0,0,1,0,4,293,2,3,508
,010B053,0,0,0,287,2,0,6,0,2,0,0,0,0,1,0,2,228,5,1,534
,010B054,1,0,0,177,1,0,0,1,0,1,0,8,0,0,2,1,193,2,4,391
,010B055,0,0,0,139,1,0,9,0,0,0,0,1,2,0,0,2,81,2,4,241
,010B056,0,1,0,194,0,0,6,2,0,2,0,0,0,2,0,3,114,3,4,331
,010B057,0,0,0,217,0,0,9,0,0,0,1,1,0,1,1,2,146,4,1,383
,010B058,4,1,0,55,2,0,5,0,1,2,0,25,0,1,0,26,59,28,1,210
,010B059,0,0,0,136,0,0,8,0,0,2,1,7,0,3,0,10,92,9,1,269
,010B060,0,0,0,91,2,0,4,0,2,1,2,14,1,0,1,15,111,18,2,264
,010B061,5,1,0,50,3,1,0,0,0,0,0,21,1,0,0,20,89,31,0,222
,010B062,0,0,1,127,3,0,7,1,2,0,1,4,1,2,0,9,106,16,5,285
,010B063,0,0,0,253,0,0,9,1,1,2,0,0,0,0,0,1,211,0,6,484
,010B064,0,0,0,184,0,0,4,0,0,0,0,0,0,0,0,0,119,0,2,309
